,title,author(s),summary,body
10,El pan industrial quedará gravado según los cambios que se incluyeron en la reforma,[],"Se trata de uno de los productos de la canasta básica que aparecen en la categoría del famoso pan de sándwich y en ""rodajas""","['A medida que avanza la recta final de la reforma tributaria, siguen creciendo las voces que alertan por algunos controvertidos impuestos que tiene el articulado.', 'Ahora el sector panadero advirtió sobre graves consecuencias en la seguridad alimentaria del país por cuenta de los denominados impuestos saludables que grava a los alimentos ultraprocesados.', 'Aunque el ministro de Hacienda, José Antonio Ocampo, aseguró que se exentará de este impuesto a los pequeños productores como tiendas de barrio y panaderías, no será lo mismo con el pan empacado que se produce de manera industrial.', 'Según cifras del sector, con la reforma tributaria, se tendrá que pagar 10% más por un paquete de pan y en dos años será 20%, limitando la posibilidad de acceder a un producto que, según los gremios panaderos, no tiene un sustituto. A partir del 2026 la tarifa crecerá de acuerdo al incremento de las UVT.', 'De acuerdo con la consultora Kantar, 98% de la población ubicada en estratos 1 y 2, consume pan empacado y es la cuarta categoría de la canasta de alimentos con mayor gasto en ellos. La alerta se extiende, no solo al pan de empaque, sino a otros productos que se suelen comer en el desayuno, que tienden a ser alimentos ultraprocesados.', 'En ese orden de ideas, además del aumento de 10% en el precio del pan, también subirá en la misma medida el chocolate y la mermelada. Hoy se radicó la ponencia final de la reforma tributaria y a partir de este miércoles comenzará la votación en las plenarias del Congreso en Senado y Cámara.']"
11,Aníbal Gaviria pide subir el plazo y eximir de multas la entrada del proyecto Ituango,['Cristina Estrada Rudas'],"El gobernador de Antioquia le envió una carta al presidente, Gustavo Petro, donde le pide intervenir ante la Creg ","['El gobernador de Antioquia, Aníbal Gaviria, le envió una carta al presidente, Gustavo Petro, donde le pide intervenir ante la Comisión de Regulación de Energía y Gas (Creg) para ampliar el plazo del 30 de noviembre para la entrada en funcionamiento de', 'Entre las cosas que le preocupan al Gobernador de Antioquia está el pago de $5 billones que la Creg le impondría a Empresas Públicas de Medellín (EPM) en caso de no alcanzar el plazo pactado en la Resolución 194 del 2020, que dicta que antes del 30 de noviembre deben entrar en funcionamiento las primeras unidades de la hidroeléctrica.', 'Gaviria señaló que hay procedimientos que hacen falta por realizarse, por lo que espera que la fecha pueda correrse unos días y que se exima el pago de la multa derivada por posible incumplimiento en la fecha de entrada de operación de la obra.', '“La entrada en operación de Hidroituango debe darse en un plazo más razonable… Hay riesgos económicos, jurídicos y financieros para el proyecto, pero también para las comunidades y la seguridad energética del país… Podrían necesitarse más días y por eso elevamos esta solicitud al presidente en defensa de la vida, la seguridad del proyecto y la seguridad energética”, apuntó.', 'El gobernador antioqueño también explicó que la demora podría estar en que hay unas pruebas dinámicas a las turbinas que inician el 5 de noviembre y para la cual se necesitan 36 días para realizarlas, por lo que no se podría cumplir con la fecha fijada para la entrada de operaciones de Hidroituango el 30 de noviembre. Si las pruebas salen positivas, la primera turbina de la hidroeléctrica sería encendida el 15 de noviembre, mientras que la segunda entraría en funcionamiento el 25 de ese mismo mes.']"
12,"Hoy inició reunión de la Fed, ¿cuáles han sido sus mayores incrementos",['Nathalia Vargas'],"El IPC de septiembre de EE.UU. subió 0,4%, ubicándose en 8,2%. Analistas prevén que la siguiente subida será de 75 puntos básicos","['Hoy inició la reunión de la Reserva Federal (Fed), en la que se decidirá el nuevo aumento de la tasa de interés para noviembre. Algunos analistas pronostican que la autoridad monetaria aumentará las tasas en 75 puntos básicos por cuarta vez consecutiva para situarla en 4%.', 'A mediados de octubre, el gobierno de Estados Unidos anunció que el Índice de Precios al Consumidor', ' aumentó 0,4% en septiembre, ubicándose en 8,2% a nivel interanual. La cifra se situó según lo estimado por el mercado, ya que se proyectaba que la inflación estuviese en 8,1%, según economistas encuestados por Reuters.', 'Este año, la', ' ha sido agresiva con los incrementos de las tasas de interés debido a la creciente inflación que se ha registrado en Estados Unidos, la cual, se sitúa en máximos que no se veían en décadas (8,2% anual y 6,5% acumulada). En tan solo seis meses, los tipos han crecido más de dos puntos porcentuales, marcando un récord en la historia de ese país.', 'Sin embargo, este no ha sido el único año que la Fed se ve obligada a endurecer sus políticas monetarias, pues en los últimos 35 años se han presentado al menos seis periodos en los que aumenta la tasa de interés consecutivamente.', 'Uno de los periodos más largos de subidas de tipos de interés en la historia de Estados Unidos se dio entre 2015 y 2018, durante estos 36 meses la inflación superó la cifra de 2,5%, por lo que se aumentaron 2.03 puntos porcentuales de las tasas.', 'El siguiente periodo más extenso de incrementos fue entre junio de 2004  y junio de 2006, en esos 24 meses la Fed aumentó 3.96 puntos porcentuales los tipos de interés, ya que la inflación acumulada sobrepasó 3,4%.', 'Entre marzo de 1988 y mayo de 1989, la inflación en Estados Unidos superó 3,90%, lo que obligó a la autoridad monetaria a subir la tasa de interés hasta 3.23 puntos porcentuales durante esos 14 meses. Otro de los periodos más largos de incrementos de tipos se dio entre 1994 y 1995, cuando el IPC superó 2,81%, por lo cual, la Fed aumentó hasta 2.67 puntos porcentuales la tasa durante esos 12 meses.', 'Otro de los mayores periodos de subidas consecutivas de la tasa de interés se registró entre junio de \u200b\u200b1999  y mayo de 2000, cuando la inflación sobrepasó la cifra de 2,74%, en esos 11 meses la Reserva Federal aumentó la tasa de intervención hasta 1.51 puntos porcentuales.']"
13,Bayón destaca pragmatismo y acercamiento del Gobierno y Ecopetrol sube casi 3%,['Lilian Mariño Espinosa'],La acción de la petrolera en la jornada subió a un máximo de $2.535 y se benefició del alza que tuvo en la mañana el valor del petróleo ,"['“El gobierno ahora ha señalado que quiere evaluar si se justifica una nueva exploración. Así que creo que es un mensaje muy positivo”. Esta fue una de las frases más destacadas de una entrevista que entregó el presidente de Ecopetrol, Felipe Bayón, en la conferencia Adipec en Abu Dhabi.', 'En el evento también señaló que ""', '"", agregó.', 'Parte de estas declaraciones han apoyado el alza de la acción de Ecopetrol, que en la jornada subió más de 3% a un máximo de $2.535, un precio que no se veía desde junio de este año; mes en el que el título de la petrolera estatal bajó de la barrera de los $3.000.', 'El impulso que tuvo la acción en la mañana está relacionada con el alza del Brent y el WTI, que en las operaciones de la mañana alcanzaron precios máximos de US95,52; antes de que se diera una moderación en el precio sobre los US$94.', 'Bloomberg señaló que ""los futuros del West Texas Intermediate subieron para negociarse por encima de US$88 el barril después de perder alrededor del 3% en las dos sesiones anteriores. ', '. Los mercados bursátiles mundiales se vieron impulsados \u200b\u200b\u200b\u200bpor una publicación no verificada en las redes sociales que provocó especulaciones de que Beijing está buscando eliminar gradualmente las restricciones de Covid, incluso cuando el Ministerio de Relaciones Exteriores del país dijo que no estaba al tanto de tal plan"".']"
14,"Compra de vehículos nuevos cayó 3,3% en octubre tras dificultades con el Soat",['Natalia Gaviria González'],"Pese a la baja en el décimo mes del año, la cifra acumulada desde enero todavía se ubica en terreno positivo con 217.833 unidades","['En octubre de este año se matricularon 22.577 vehículos nuevos, lo que significó una disminución de 3,3% respecto al año pasado y 5,4% versus 2019. Según la alianza Andi Fenalco, que reportó las cifras, esta caída en las ventas estarían afectadas por el acceso al Soat, esto sin mencionar a los usuarios de vehículos usados quienes también han tenido dificultades para hacerlo.', 'Pese a la baja en el décimo mes del año, la cifra acumulada desde enero todavía se ubica en terreno positivo con 217.833 vehículos nuevos, lo que representa un alza de 8,2% en comparación con el mismo período en 2021 y 4,4% frente a 2019.', 'Además de la caída en términos anuales, octubre también irrumpe con la racha positiva que se venía presentando en el año, especialmente en los últimos cuatro meses (desde junio) cuando pasó de 23.306 vehículos matriculados a la cifra actual.', 'Las cinco marcas con mayor número de matrículas en octubre fueron: Renault, Chevrolet, Suzuki, Mazda y Toyota con participaciones de mercado en el orden de 17,5%, 14,1%, 13,0%, 9,7% y 8,2%. Sus ventas representan 62,4% del total de vehículos matriculados en el mes.', 'Al analizar el dato acumulado, se evidencia la entrada de una marca adicional como Kia y la salida de Mazda. De este modo el top cinco queda configurado por Renault (18,7%); Chevrolet (15,8%); Toyota (9,6%); Suzuki (8,4%) y Kia (7,3%); que en su conjunto suman 59,7% del total de vehículos en el año.', 'Andemos, gremio de la movilidad sostenible, también publicó sus cálculos con base en información del Runt y señala que en octubre se vendieron 22.606 vehículos nuevos. Son 29 más que los reportados por la alianza Andi - Fenalco. Sin embargo, también registra una caída en ventas de 3,2% en el mes.']"
15,A partir de hoy precio promedio de gasolina se ajusta $200 y queda en $9.579,['Cristina Estrada Rudas'],"De otro lado, el precio promedio de venta al público del diésel a nivel nacional, no tendrá ningún incremento","['El Gobierno anunció que a partir de hoy,', 'Según la entidad, esta medida pretende disminuir el impacto fiscal en el Gobierno por la dinámica de los precios internacionales de los refinados, los cuales han aumentado debido a factores internacionales como el precio del petróleo y el nivel de riesgo global que ha afectado la tasa de cambio en el país.', ' a $9.923 y en Cali pasaría de $9.762 a $9.962; Medellín de $9.664 a $9.864; Tunja de $9.857 a $10.057; y Villavicencio de $9.823 a $10.023.', 'De otro lado,', ' El precio promedio en las 13 ciudades principales pasa de $9.018 a $9.011 por galón.', 'El mes pasado, el ministro de Hacienda, José Antonio Ocampo, habló de $200 mensuales, lo que se traduciría en un galón de gasolina corriente $600 más caro al finalizar el año. Según lo conocido se espera que el costo promedio del galón de combustible en el país supere los $10.000, si se tiene en cuenta que septiembre cerró con un promedio de $9.724 y así terminaría 2022 en $10.324. Sin embargo, esto no sería suficiente, pues la diferencia entre el precio internacional y el interno se mantiene.', 'Actualmente la tarifa que subsidia la Nación por cada galón de gasolina es superior a $8.800 con base en datos de la Asociación Colombiana de Petróleo (ACP). Esta cifra, según María Camila Orbegozo, directora de análisis sectorial y sostenibilidad de Corficolombiana, es la diferencia entre el ingreso al productor (IP) que actualmente es $5.064 por galón y el precio equivalente que está en $13.900.']"
16,El Tourbillon inspirado en el padrino de Jacob & Co. viene con caja musical del film,['Daniella P. Rodríguez'],"Es la versión más compleja hasta el momento, con una caja de música reproduce el tema musical de El Padrino a pedido; los dos barriles giratorios de la caja de música están grabados con 13 citas famosas de la película","['El lanzamiento del la colección fue una experiencia exclusiva. La prensa y los clientes VIP de la marca volaron a Sicilia y realizaron un recorrido que siguió los pasos de Coppola y su equipo de filmación, visitando los lugares donde tuvo lugar el rodaje en los alrededores de Taormina.', ' (""Deja el arma, toma el Cannoli""; ""Le haré una oferta que no podrá rechazar""; ""No es personal, es un negocio ).', 'Trece tomas fijas de la película están laboriosamente grabadas en el costado de la caja en el orden en que aparecen en la película; un piano de cola en miniatura lleva la imagen de Marlon Brando en el personaje de Don Corleone; hay una recreación de la imagen de las cuerdas del titiritero que apareció originalmente en la portada de la novela de Mario Puzo y en el cartel de la película; y en el centro de la esfera, una rosa roja esculpida que representa la que lució Don Corleone en la solapa de la boda de su hija.', '“Cuando llegué por primera vez a EE. UU. desde Uzbekistán en 1979, tenía 14 años, no hablaba el idioma y mi familia no tenía ni un centavo”, dice Jacob Arabo. “Así que nos pusimos a trabajar muy duro. Me tomó dos años ganar el tiempo y el dinero para ir al cine. El Padrino estaba siendo liberado de nuevo; fue la primera película que vi en un cine”.', 'Jacob & Co. fabricará 50 piezas del reloj Opera Godfather 50th Anniversary, en una caja de oro blanco de 49 mm x 21 mm de grosor. Tiene un precio de US$500.000.']"
17,Vicepresidente de ventas globales de Twitter deja la empresa tras la compra de Musk,[],Berland fue el ejecutivo que le dio a Musk su primer recorrido cuando finalizó su acuerdo de US$44.000 millones la semana pasada,"['Otros dos altos ejecutivos de Twitter Inc. abandonaron la red social, dejando a la empresa sin la mayor parte de su liderazgo en ventas y marketing días después de que el multimillonario Elon Musk la adquiriera.', 'La directora de marketing, Leslie Berland, quien se unió a Twitter en 2011, partió el martes, según personas familiarizadas con el asunto. ', '.', 'Jean-Philippe Maheu, vicepresidente de soluciones globales para clientes, también dejará Twitter con sede en San Francisco, dijeron personas familiarizadas. Se vio a Maheu siendo escoltado fuera de las oficinas de la compañía, dijo una de las personas. No está claro si renunció voluntariamente o fue parte de los despidos más amplios de Musk. Berland y Maheu no respondieron de inmediato a las solicitudes de comentarios.', ' El jueves, el día en que se cerró el trato, comenzó por despedir al presidente ejecutivo Parag Agrawal, al jefe de finanzas Ned Segal y a otros líderes importantes. Más recientemente, ha despedido a los gerentes de la organización de productos.', 'Sarah Personette, directora de atención al cliente de la compañía, dijo que renunció el viernes y que su acceso laboral a Twitter se cortó oficialmente el lunes por la noche. Los empleados se preparan para despidos más generalizados tan pronto como esta semana, después de que algunos gerentes pasaran el fin de semana compilando listas de empleados para despedir.']"
18,René Higuita firma alianza con la productora Torneos para realizar su serie biográfica,['Daniella P. Rodríguez'],René Higuita es uno de los máximos exponentes del fútbol colombiano y marcó un hito al ser uno de los primeros arqueros de la historia en patear penales y tiros libres,"['El eterno arquero de la Selección recién firmó con la productora Torneos para producir una serie biográfica sobre la vida personal y profesional de él mismo. “René Higuita es uno de los deportistas más queridos en Colombia y nos enorgullece que confíe en nosotros para contar una historia tan potente y fantástica como la suya"" asegura Leonardo De Pinto, director regional de Contenidos de Torneos.', 'Con esta nueva serie, Torneos suma su cuarta ficción y continúa construyendo su perfil como una de las principales productoras de biopics deportivas en la región. ', 'Por su parte, René Higuita aseguró que “así como a mí me cautivó la propuesta de Torneos, sin dudas esta serie conquistará a la audiencia, porque les permitirá conocer aspectos de mi vida que no se conocen hasta ahora.”', 'Con la selección de Colombia participó en cinco ediciones de la Copa América y disputó el Mundial de Italia ‘90.  ']"
19,Fiscalía CPI busca reabrir investigación sobre violaciones de derechos en Venezuela,[],"La CPI comenzó a realizar un examen preliminar sobre el país en 2018, y en marzo de este año, Khan dijo que abriría una oficina en Caracas","['El fiscal jefe de la Corte Penal Internacional (CPI), Karim Khan, dijo el martes que solicitó formalmente al tribunal que reanude su investigación sobre las presuntas violaciones de derechos humanos cometidas por funcionarios venezolanos.', 'En abril, Khan había rechazado la petición de las autoridades venezolanas de un aplazamiento e indicó que intentaría seguir adelante con las indagaciones, dos años después de que una investigación preliminar encontrara pruebas de crímenes contra la humanidad. La decisión de reabrir la investigación pasa ahora a los jueces de la CPI.', 'El Ministerio de Comunicación y la Fiscalía de Venezuela no respondieron inmediatamente a una solicitud de comentarios.', 'Caracas había solicitado el aplazamiento para demostrar que las autoridades nacionales estaban preparadas y eran capaces de llevar a cabo su propia investigación sobre los presuntos delitos cometidos bajo el gobierno del presidente Nicolás Maduro.', 'Pero en su solicitud formal para que se reanude la investigación, Khan dijo que después de evaluar ""una cantidad considerable de información"" proveniente de fuentes creíbles, había llegado a la conclusión de que el aplazamiento no estaba justificado en este momento.', 'Khan dijo que se sentía alentado por las reformas legales emprendidas por las autoridades venezolanas, aunque éstas eran actualmente ""insuficientes en su alcance o no han tenido aún unas consecuencias palpables en actuaciones que pudieran ser pertinentes"".']"
20,"Esto dice el cuadernillo de la OPA que busca hasta 31,25% de títulos Nutresa",['Carolina Salazar Sierra'],"El documento plantea la posibilidad de que el oferente evalúe, en el futuro, hacer desinversiones con el fin de disminuir la deuda ","['Este jueves iniciará el periodo de aceptación de la Oferta Pública de Adquisición (OPA) de International Holding Company (IHC) por Grupo Nutresa.', 'Precisamente, el cuadernillo dio claridad en cuanto al objetivo de la misma. Se plantea que el oferente podrá evaluar en el futuro, y dependiendo de los resultado de la OPA y las condiciones de mercado, la conveniencia y posibilidad de hacer inversiones y desinversiones en algunas líneas de negocio de Nutresa.', 'Dentro de ese grupo podrían estar las acciones que tiene la compañía en empresas como Sura y Argos, y que conforman buena parte del enroque del Grupo Empresarial Antioqueño (GEA). Además, se podría buscar disminuir el nivel de endeudamiento.', 'De llegarse a dar una operación de esa naturaleza, estarían sujetas las aprobaciones societarias.', '“', ' indicó Diego Palencia, vicepresidente de investigaciones de Solidus Capital.', 'Precisamente el mismo Jaime Gilinski dijo en su momento que se enfocaría en mejorar la eficiencia de las dos compañías por las que lanzó ofertas desde noviembre del año pasado: Nutresa y Argos.', 'Aunque en el mismo cuadernillo la empresa árabe dejó claro que presentó esta OPA de manera independiente, también se menciona que en el futuro, una vez finalice la oferta, podría evaluar acuerdos con otros inversionistas de la multilatina para ejercer sus derechos políticos.', 'Sobre la posibilidad de que se presenten nuevas ofertas por otras compañías, en el documento se aclara que', '”. Lo anterior dejaría por fuera una OPA por compañías como Argos o Sura en el corto plazo, que son sociedades relacionadas a Nutresa, dado su enroque empresarial.', 'Sin embargo, y tal como lo señalan abogados y expertos en el tema, en el cuadernillo también se deja abierta la posibilidad de que la compañía árabe compre acciones de esas empresas en un futuro, bien sea a través de la Bolsa directamente o con una OPA.', 'Ante esto, Diego Márquez, abogado especialista en asuntos corporativos, asegura que ', ' Y agregó que “se compromete sin comprometerse. Lo que es importante es que si hay una futura OPA, justifique adecuadamente el cambio de paradigma”.', 'Mientras que Rodrigo Galarza, abogado especialista en derecho financiero, aseguró que ', '.', 'El periodo de aceptación de compra se llevará a cabo entre el 3 y el 18 de noviembre, pero el oferente podrá prorrogar el plazo 20 días hábiles adicionales, por lo que la OPA podría alargarse incluso hasta diciembre.', 'El oferente pretende entre 25% y 31,25% de las especies ordinarias en circulación de la multilatina de alimentos; y está dispuesto a pagar US$15 por cada título, es decir, $72.291 en moneda local.', 'La semana pasada, la Asamblea de Accionistas de Grupo Sura habilitó a los siete miembros de la Junta Directiva para que decidan si vender o no la participación de 35,23% que tiene la sociedad en Grupo Nutresa, a través de la OPA que presentó International Holding Company (IHC). ']"
21,"Estratos uno a tres son los que más invierten en Cdts, según estudio de Fincomercio",['Alejandra Rico Muñoz'],La cooperativa de ahorro y crédito aseguró que uno de sus objetivos centrales ha sido promover la cultura de ahorro y la inversión,"['El producto preferido de los inversionistas de estratos uno al tres son los Cdats (certificados de depósito de ahorro a término fijo), además el estrato dos es el que más invierte en ellos, esto según un sondeo de Fincomercio con cifras de', '“', ' En cuanto a la antigüedad también encontramos datos interesantes, por ejemplo, en primer lugar, con 66% están los que fueron abiertos entre 2018 y este 2022 que ha sido un gran año para esta opción de inversión por los aumentos en las tasas, seguidos con 19% por los expedidos entre 2017 y 2012, luego están los de 2011 y 2007 con 4% y por último del 2006 y 1987 con 11%”, explicó Mauricio García, director de ahorro e inversión en Fincomercio.', ', ya que son populares, fáciles de entender, representan una opción segura, confiable y rentable, en la que los colombianos saben por anticipado cuánto va a ganar en intereses.', '“Respecto al salario de estos inversionistas de estratos dos y tres es admirable que 40% de este segmento recibe apenas entre $1 y $2 millones mensuales, 22% está entre cuatro y ocho salarios mínimos, 20% entre dos y cuatro salarios y 18% restante ganan entre $8 y $16 millones”, asegura García.', 's. Para quienes tienen entre 19 y 26 años, el valor mínimo es de $300.000 y el máximo de $10 millones. En el rango de 27 a 59 años, el mínimo es de $100.000 y máximo de $16 millones y finalmente, para las mayores de 60 años, el mínimo es de $190.000 y máximo $25 millones.', 'En los hombres las cifras cambian. ', ' En la etapa de 27 a 59 años, el mínimo se mantiene igual que para las mujeres con $100.000 y el máximo aumenta a $22 millones. Por último, de los 60 años en adelante, las cifras son $250.000 y $38 millones respectivamente.', 'El análisis de las cifras permite ver que el top tres de generaciones lo encabezan los millennials con 48%, baby boomers con 34%, y la generación del silencio que son los que tienen entre 77 y 94 años con 9%.', 'El top cinco de las ciudades que más registran inversiones se encuentran principalmente en Bogotá, Cali, Sincelejo, Pereira y Medellín, desde el estrato uno hasta el tres. Generalmente los plazos más usados son de 90, 180 y 360 días.', 'Mientras que el Dane en la encuesta ´Pulso Social´ de agosto de 2022 encontró que 80% de los hogares colombianos señalaron que no tenían posibilidades para ahorrar y 8% señaló que ni siquiera contaba con ingresos. Es interesante que la cooperativa registra incremento tanto en el nivel de ahorro como en las inversiones de los colombianos, en especial, estrato uno al tres.', '“Todos los días nos encontramos con gente que dice que Colombia es un país con una baja cultura de ahorro y que los altos niveles de pobreza impiden invertir. Nuestra realidad es todo lo contrario. Aquí tenemos cientos de casos de éxito de personas que ganando 1 o 2 salarios mínimos ahorran y, hacen crecer sus recursos porque usan las ventajas que ofrece el sector cooperativo, por ejemplo, aquí no sólo abren un Cdat y reciben la rentabilidad, sino que, dependiendo del monto, los inversionistas tienen derecho a experiencias de bienestar para toda la familia como chef a domicilio, empleada doméstica, enfermera a domicilio, asesoría jurídica telefónica. Además, nuestros Cdts no tienen costos administrativos, no tienen 4x1000, son de fácil renovación y por supuesto entre uno de los beneficios está el seguro que tiene con Fogacoop que es el Fondo de Garantías de Entidades Cooperativas”, asegura García.', 'La cooperativa de ahorro y crédito aseguró que, con más de 65 años de trayectoria y alta solidez financiera, uno de sus']"
22,Equipo técnico del Banco de la República prevé inflación más alta para el fin de año,['Sofía Solórzano Cárdenas'],"En su reporte pronosticó que el año cerrará en 11,3 % y la cifra se irá contrayendo durante 2023 a 7,1% y en 2024 caería hasta 3,5%","['A dos meses de que termine el último trimestre del año, el equipo técnico ', ' emitió nuevas proyecciones frente a la cifra de inflación y del PIB, teniendo en cuenta una mayor incertidumbre económica.', 'En el caso del Producto Interno Bruto, se mejoró el pronóstico para cierre de 2022 con 7,9%, esto significó un aumento de 0,1 puntos porcentuales frente a la previsión. No obstante, la cifra se contrajo en la proyección de 2023, al pasar de 0,7% a 0,5% en el último reporte. La actividad económica, sin embargo, estaría 12% por encima que los niveles de 2019.', 'Por otro lado, la inflación seguiría trastocada por la coyuntura nacional e internacional, con un efecto mayoritario en el precio de alimentos y bienes. Siendo así, el equipo técnico espera que el año cierre con una inflación cercana a 11,3% y que la cifra se vaya contrayendo en los próximos años, hasta 7,1% en 2023 y hasta 3,5% a finales de 2024.', 'El documento precisa que “a estos choques de oferta de origen externo se han sumado choques de oferta internos que han afectado también a los alimentos. Por otro lado, la fuerte recuperación de la demanda agregada, en especial del consumo privado y la inversión en maquinaria y equipo, así como la mayor depreciación acumulada del peso y su transmisión a los precios internos, también explican el aumento de la inflación”.', 'Además de la incertidumbre presente, y por la que se modificaron las proyecciones, el reporte recalca que habrá otros elementos clave en el comportamiento de las cifras como la depreciación del peso, el grado de indexación de los contratos nominales, el ajuste de la demanda interna y el precio interno de combustibles y energía eléctrica.', '“En el caso de los alimentos, se sigue esperando una buena oferta interna de los perecederos y alguna moderación en los precios internacionales de los procesados, pero se estiman mayores presiones de costos laborales, de precios de insumos y de la tasa de cambio sobre los precios de este grupo”, concluye el documento.']"
23,"Es antinatural, diría, anti histórico, el que Colombia y Venezuela se separen - Petro",['Daniella P. Rodríguez'],"Algunas de las aseveraciones por parte de los dos líderes estuvieron centradas la situación fronteriza, el narcotráfico y, más que todo, en la búsqueda de consolidar un escenario de paz entre las dos naciones","['El encuentro entre el presidente Gustavo Petro y su homologo Nicolás Maduro terminó. Algunos temas de los temas que trataron se centraron en restablecer las relaciones diplomáticas, el manejo de la migración y la protección de los Derechos Humanos estarán en la mesa.', 'El presidente fue acompañado por su jefe de Gabinete, Laura Sarabia; el embajador de Colombia en Venezuela, Armando Benedetti; el canciller de Colombia, Álvaro Leyva; el embajador de Colombia ante la Organización de Estados Americanos (OEA), Luis Ernesto Vargas y otros funcionarios de Gobierno.', '.', '""Es antinatural, en términos más humanos, diría, anti histórico, el que Colombia y Venezuela se separen. Alguna vez ocurrió, en un mal momento, y no debe ocurrir, porque somos el mismo pueblo, lazos de sangre nos juntan"" fueron las declaraciones del presidente colombiano.', 'De hecho, el líder ""es difícil diferenciar en las herencias de los colombianos, sobre todo en la frontera, de los venezolanos que recibieron a millones de colombianos hace décadas aquí, es difícil diferenciar genes de uno y otro pueblo. Somos lo mismo, estamos mezclados por la historia, por una raíz común, estamos mezclados por la sangre"".', 'Petro también recalcó que los diálogos se debieron establecer semanalmente y no en esos seis años de no comunicación, ', '""Ese camino comienza por reconstruir la frontera. La frontera está en manos de las mafias, quedo en manos de las mafias, de lo que llamamos las organizaciones multicrimen, organizaciones cuya cabeza, cuya jefatura, ya es multinacional"", aseguró el mandatario.', 'El Jefe de Estado también prestó especial atención a la comunicación y confianza de los empresarios como componente clave en las relaciones transfronterizas. Se añadió, además, que es trabajo de las dos naciones reconstruir la frontera. ', '""Planteamos hacer una reunión de empresarios colombianos y venezolanos en Cartagena, que sea en Cartagena, devolviendo nuestra visita aquí. Para que ellos mismos construyan los lazos de manera libre, que se fortalezcan las bases de un comercio, ojalá poderoso, ojalá plural, donde el pequeño campesino pueda llegar a aquí, donde el pequeño campesino de aquí pueda llegar a allá; comercio también popular, en las economías populares"", apuntó.', 'Recalcaron que la guerra antidrogas ha dejado millones de muertos y una democracia débil. Por tanto, esperan reconstruir las relaciones que había a nivel de inteligencia para poder golpear a los dueños del capital que, como dijeron, ""son los que casi nunca se han golpeado, que son peligrosos para la estabilización política, que además demanda, ojalá, una gran conferencia latinoamericana de presidentes para reexaminar el fracaso que en las últimas cinco décadas hemos cometido"".']"
24,"Las exportaciones sumaron US$4.778 millones en septiembre, 26% más que en 2021",['Sofía Solórzano Cárdenas'],"A la cifra la jalonó un incremento de 40% en las ventas del grupo de combustibles, que en el mes representó 55% del resultado","['El Dane publicó el reporte', ', que para septiembre alcanzó US$4.778 millones, la cifra registró un incremento de 26% versus el mismo mes de 2021. La cifra fue jalonada por el grupo de combustibles, que logró aumentar 40% sus ventas.', 'Si se revisa el comportamiento mensual, las industrias extractivas representaron 55% del resultado, con US$2.657 millones, seguidas por los productos agropecuarios, alimentos y bebidas, con 19,8% de aporte y US$945 millones; y manufacturas, con 19,7% y US$942 millones.', 'No obstante, las exportaciones de barriles de petróleo crudo no siguieron la misma línea, al contraerse 1,8% frente a septiembre de 2021, con un total de 14,1 millones de barriles.', 'El incremento frente a los niveles prepandemia es más llamativo y alcanza 55,8%, y según explica el Dane, ""este resultado se debe fundamentalmente al aumento de 61,7% en las ventas externas del grupo de combustibles"".', 'Para el periodo enero-septiembre de 2022, las industrias extractivas sumaron US$24.779 millones, 84,9% más que en 2021, lo que respondería a un mejor desempeño en las ventas externas de petróleo, productos derivados del petróleo y productos conexos.', 'Los productos agropecuarios, alimentos y bebidas, por su parte, alcanzaron US$8.888 millones, 30,8% más que en 2021, jalonado por un incremento de 27,7% en la venta de flores y follaje cortados que, a su vez, le representó 5,3 puntos porcentuales a la variación del grupo.', 'Y las manufacturas alcanzaron US$7.998 millones tras crecer 25% versus 2021. La cifra fue impulsada por mejores ventas de artículos manufacturados, clasificados según el material, que aportaron 12,3 puntos porcentuales a la variación.', 'Finalmente, si se compara con 2019, hay un incremento de 46,6% en la cifra global de ventas externas, con un aumento de 46,3% en las ventas de combustibles y extractivos; de 29,7% en las manufacturas y de 60,7% en los productos agropecuarios, alimentos y bebidas.']"
